ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
ALB,"Albany, NY",PGD,"Punta Gorda, FL"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",PHL,"Philadelphia, PA"
ALB,"Albany, NY",ACY,"Atlantic City, NJ"
ALB,"Albany, NY",CMH,"Columbus, OH"
ALB,"Albany, NY",TPA,"Tampa, FL"
ALB,"Albany, NY",DEN,"Denver, CO"
ALB,"Albany, NY",LAS,"Las Vegas, NV"
ALB,"Albany, NY",BWI,"Baltimore, MD"
ALB,"Albany, NY",MSY,"New Orleans, LA"
ALB,"Albany, NY",ATL,"Atlanta, GA"
ALB,"Albany, NY",LAX,"Los Angeles, CA"
ALB,"Albany, NY",MDW,"Chicago, IL"
ALB,"Albany, NY",MCI,"Kansas City, MO"
ALB,"Albany, NY",MCO,"Orlando, FL"
ALB,"Albany, NY",MIA,"Miami, FL"
ALB,"Albany, NY",ORD,"Chicago, IL"
ALB,"Albany, NY",EWR,"Newark, NJ"
ALB,"Albany, NY",LGA,"New York, NY"
ALB,"Albany, NY",RSW,"Fort Myers, FL"
ALM,"Alamogordo, NM",T82,"Fredericksburg, TX"
ALO,"Waterloo, IA",ORD,"Chicago, IL"
ALO,"Waterloo, IA",IFP,"Bullhead City, AZ"
ALS,"Alamosa, CO",DEN,"Denver, CO"
ALW,"Walla Walla, WA",SEA,"Seattle, WA"
AMA,"Amarillo, TX",IAH,"Houston, TX"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",IAH,"Houston, TX"
AMA,"Amarillo, TX",DEN,"Denver, CO"
AMA,"Amarillo, TX",DFW,"Dallas/Fort Worth, TX"
AMA,"Amarillo, TX",T6X,"Houston, TX"
AMA,"Amarillo, TX",LAS,"Las Vegas, NV"
AMA,"Amarillo, TX",LGB,"Long Beach, CA"
AMA,"Amarillo, TX",SMF,"Sacramento, CA"
AMA,"Amarillo, TX",IAH,"Houston, TX"
AMA,"Amarillo, TX",DEN,"Denver, CO"
AMA,"Amarillo, TX",LAS,"Las Vegas, NV"
AMA,"Amarillo, TX",OAK,"Oakland, CA"
AMA,"Amarillo, TX",SAN,"San Diego, CA"
AMA,"Amarillo, TX",DAL,"Dallas, TX"
AMA,"Amarillo, TX",HOU,"Houston, TX"
AMA,"Amarillo, TX",BNA,"Nashville, TN"
AMA,"Amarillo, TX",AUS,"Austin, TX"
AMA,"Amarillo, TX",SNA,"Santa Ana, CA"
AMA,"Amarillo, TX",HRL,"Harlingen/San Benito, TX"
ANC,"Anchorage, AK",SLC,"Salt Lake City, UT"
ANC,"Anchorage, AK",MSP,"Minneapolis, MN"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",ATL,"Atlanta, GA"
ANC,"Anchorage, AK",DFW,"Dallas/Fort Worth, TX"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",JFK,"New York, NY"
ANC,"Anchorage, AK",EWR,"Newark, NJ"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",OAK,"Oakland, CA"
ANC,"Anchorage, AK",AFW,"Dallas/Fort Worth, TX"
ANC,"Anchorage, AK",ENA,"Kenai, AK"
ANC,"Anchorage, AK",MEM,"Memphis, TN"
ANC,"Anchorage, AK",IND,"Indianapolis, IN"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",GUM,"Guam, TT"
ANC,"Anchorage, AK",HOM,"Homer, AK"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",GAL,"Galena, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",UNK,"Unalakleet, AK"
ANC,"Anchorage, AK",ANI,"Aniak, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",HSV,"Huntsville, AL"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",DFW,"Dallas/Fort Worth, TX"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",BRW,"Barrow, AK"
ANC,"Anchorage, AK",ADK,"Adak Island, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",DEN,"Denver, CO"
ANC,"Anchorage, AK",SLC,"Salt Lake City, UT"
ANC,"Anchorage, AK",LAS,"Las Vegas, NV"
ANC,"Anchorage, AK",MSP,"Minneapolis, MN"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",PDX,"Portland, OR"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",CDV,"Cordova, AK"
ANC,"Anchorage, AK",KTN,"Ketchikan, AK"
ANC,"Anchorage, AK",PHX,"Phoenix, AZ"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",SFO,"San Francisco, CA"
ANC,"Anchorage, AK",PSG,"Petersburg, AK"
ANC,"Anchorage, AK",WRG,"Wrangell, AK"
ANC,"Anchorage, AK",YAK,"Yakutat, AK"
ANC,"Anchorage, AK",JNU,"Juneau, AK"
ANC,"Anchorage, AK",SIT,"Sitka, AK"
ANC,"Anchorage, AK",PAE,"Everett, WA"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",BRW,"Barrow, AK"
ANC,"Anchorage, AK",ADK,"Adak Island, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",CDV,"Cordova, AK"
ANC,"Anchorage, AK",KTN,"Ketchikan, AK"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",YAK,"Yakutat, AK"
ANC,"Anchorage, AK",JNU,"Juneau, AK"
ANC,"Anchorage, AK",SIT,"Sitka, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",RDB,"Red Dog, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",SEA,"Seattle, WA"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",ENA,"Kenai, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",HOM,"Homer, AK"
ANC,"Anchorage, AK",EGX,"Egegik, AK"
ANC,"Anchorage, AK",BVU,"Beluga, AK"
ANC,"Anchorage, AK",MCG,"McGrath, AK"
ANC,"Anchorage, AK",GKN,"Gulkana, AK"
ANC,"Anchorage, AK",HOM,"Homer, AK"
ANC,"Anchorage, AK",PDX,"Portland, OR"
ANC,"Anchorage, AK",ONT,"Ontario, CA"
ANC,"Anchorage, AK",BFI,"Seattle, WA"
ANC,"Anchorage, AK",SDF,"Louisville, KY"
ANC,"Anchorage, AK",CVG,"Cincinnati, OH"
ANC,"Anchorage, AK",MIA,"Miami, FL"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",DFW,"Dallas/Fort Worth, TX"
ANC,"Anchorage, AK",BNA,"Nashville, TN"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",LCK,"Columbus, OH"
ANC,"Anchorage, AK",JFK,"New York, NY"
ANC,"Anchorage, AK",CVG,"Cincinnati, OH"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",JFK,"New York, NY"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",BRW,"Barrow, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",UNK,"Unalakleet, AK"
ANC,"Anchorage, AK",ANI,"Aniak, AK"
ANC,"Anchorage, AK",RDB,"Red Dog, AK"
ANC,"Anchorage, AK",GAL,"Galena, AK"
ANC,"Anchorage, AK",SNP,"St. Paul, AK"
ANC,"Anchorage, AK",CVG,"Cincinnati, OH"
ANC,"Anchorage, AK",MIA,"Miami, FL"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",MEM,"Memphis, TN"
ANC,"Anchorage, AK",RFD,"Rockford, IL"
ANC,"Anchorage, AK",DFW,"Dallas/Fort Worth, TX"
ANC,"Anchorage, AK",BNA,"Nashville, TN"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",JFK,"New York, NY"
ANC,"Anchorage, AK",CHS,"Charleston, SC"
ANC,"Anchorage, AK",HSV,"Huntsville, AL"
ANC,"Anchorage, AK",CVG,"Cincinnati, OH"
ANC,"Anchorage, AK",MIA,"Miami, FL"
ANC,"Anchorage, AK",TPA,"Tampa, FL"
ANC,"Anchorage, AK",LAX,"Los Angeles, CA"
ANC,"Anchorage, AK",JFK,"New York, NY"
ANC,"Anchorage, AK",OME,"Nome, AK"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",OTZ,"Kotzebue, AK"
ANC,"Anchorage, AK",MCG,"McGrath, AK"
ANC,"Anchorage, AK",KSM,"St. Mary's, AK"
ANC,"Anchorage, AK",EMK,"Emmonak, AK"
ANC,"Anchorage, AK",SCC,"Deadhorse, AK"
ANC,"Anchorage, AK",A20,"Alpine, AK"
ANC,"Anchorage, AK",RDB,"Red Dog, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",MHM,"Minchumina, AK"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",FVQ,"Donlin Creek Mine, AK"
ANC,"Anchorage, AK",TNC,"Tin City, AK"
ANC,"Anchorage, AK",DCK,"Dahl Creek, AK"
ANC,"Anchorage, AK",HNL,"Honolulu, HI"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",ENA,"Kenai, AK"
ANC,"Anchorage, AK",CDB,"Cold Bay, AK"
ANC,"Anchorage, AK",DUT,"Unalaska, AK"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",UNK,"Unalakleet, AK"
ANC,"Anchorage, AK",HOM,"Homer, AK"
ANC,"Anchorage, AK",ANI,"Aniak, AK"
ANC,"Anchorage, AK",KSM,"St. Mary's, AK"
ANC,"Anchorage, AK",SDP,"Sandpoint, AK"
ANC,"Anchorage, AK",SNP,"St. Paul, AK"
ANC,"Anchorage, AK",VDZ,"Valdez, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",UNK,"Unalakleet, AK"
ANC,"Anchorage, AK",GBH,"Galbraith Lake, AK"
ANC,"Anchorage, AK",PPC,"Prospect Creek, AK"
ANC,"Anchorage, AK",MSP,"Minneapolis, MN"
ANC,"Anchorage, AK",KTN,"Ketchikan, AK"
ANC,"Anchorage, AK",NCN,"Chenega, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",PSG,"Petersburg, AK"
ANC,"Anchorage, AK",SNP,"St. Paul, AK"
ANC,"Anchorage, AK",STG,"St. George Island, AK"
ANC,"Anchorage, AK",TEK,"Tatitlek, AK"
ANC,"Anchorage, AK",VZY,"Katmai Lodge, AK"
ANC,"Anchorage, AK",WRG,"Wrangell, AK"
ANC,"Anchorage, AK",YAK,"Yakutat, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",ILI,"Iliamna, AK"
ANC,"Anchorage, AK",JNU,"Juneau, AK"
ANC,"Anchorage, AK",CDB,"Cold Bay, AK"
ANC,"Anchorage, AK",SIT,"Sitka, AK"
ANC,"Anchorage, AK",CDV,"Cordova, AK"
ANC,"Anchorage, AK",DUT,"Unalaska, AK"
ANC,"Anchorage, AK",SDP,"Sandpoint, AK"
ANC,"Anchorage, AK",EGX,"Egegik, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",VDZ,"Valdez, AK"
ANC,"Anchorage, AK",VZY,"Katmai Lodge, AK"
ANC,"Anchorage, AK",TOG,"Togiak, AK"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",DLG,"Dillingham, AK"
ANC,"Anchorage, AK",ILI,"Iliamna, AK"
ANC,"Anchorage, AK",ANV,"Anvik, AK"
ANC,"Anchorage, AK",CDB,"Cold Bay, AK"
ANC,"Anchorage, AK",SIT,"Sitka, AK"
ANC,"Anchorage, AK",DUT,"Unalaska, AK"
ANC,"Anchorage, AK",EGX,"Egegik, AK"
ANC,"Anchorage, AK",ORD,"Chicago, IL"
ANC,"Anchorage, AK",IAH,"Houston, TX"
ANC,"Anchorage, AK",EWR,"Newark, NJ"
ANC,"Anchorage, AK",DEN,"Denver, CO"
ANC,"Anchorage, AK",SFO,"San Francisco, CA"
ANC,"Anchorage, AK",BET,"Bethel, AK"
ANC,"Anchorage, AK",ENA,"Kenai, AK"
ANC,"Anchorage, AK",ANI,"Aniak, AK"
ANC,"Anchorage, AK",MCG,"McGrath, AK"
ANC,"Anchorage, AK",FAI,"Fairbanks, AK"
ANC,"Anchorage, AK",ENA,"Kenai, AK"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",ANI,"Aniak, AK"
ANC,"Anchorage, AK",DUT,"Unalaska, AK"
ANC,"Anchorage, AK",FWL,"Farewell, AK"
ANC,"Anchorage, AK",MCG,"McGrath, AK"
ANC,"Anchorage, AK",AKN,"King Salmon, AK"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",ANI,"Aniak, AK"
ANC,"Anchorage, AK",KGX,"Grayling, AK"
ANC,"Anchorage, AK",WBQ,"Beaver, AK"
ANC,"Anchorage, AK",SLQ,"Sleetmute, AK"
ANC,"Anchorage, AK",ADQ,"Kodiak, AK"
ANC,"Anchorage, AK",ANC,"Anchorage, AK"
ANC,"Anchorage, AK",ILI,"Iliamna, AK"
ANC,"Anchorage, AK",AKK,"Akhiok, AK"
ANI,"Aniak, AK",AKN,"King Salmon, AK"
ANI,"Aniak, AK",ANC,"Anchorage, AK"
ANI,"Aniak, AK",FAI,"Fairbanks, AK"
ANI,"Aniak, AK",ANC,"Anchorage, AK"
ANI,"Aniak, AK",ANC,"Anchorage, AK"
ANI,"Aniak, AK",KSM,"St. Mary's, AK"
ANI,"Aniak, AK",BET,"Bethel, AK"
ANI,"Aniak, AK",SLQ,"Sleetmute, AK"
ANI,"Aniak, AK",KLG,"Kalskag, AK"
ANI,"Aniak, AK",RSH,"Russian Mission, AK"
ANI,"Aniak, AK",BET,"Bethel, AK"
ANI,"Aniak, AK",SRV,"Stony River, AK"
ANI,"Aniak, AK",ANC,"Anchorage, AK"
ANI,"Aniak, AK",UNK,"Unalakleet, AK"
ANI,"Aniak, AK",KGX,"Grayling, AK"
ANI,"Aniak, AK",ANV,"Anvik, AK"
ANI,"Aniak, AK",HCR,"Holy Cross, AK"
ANI,"Aniak, AK",SLQ,"Sleetmute, AK"
ANI,"Aniak, AK",CHU,"Chuathbaluk, AK"
ANI,"Aniak, AK",CKD,"Crooked Creek, AK"
ANI,"Aniak, AK",KLG,"Kalskag, AK"
ANI,"Aniak, AK",RDV,"Red Devil, AK"
ANI,"Aniak, AK",RSH,"Russian Mission, AK"
ANI,"Aniak, AK",SHX,"Shageluk, AK"
ANI,"Aniak, AK",ANI,"Aniak, AK"
ANI,"Aniak, AK",PAQ,"Palmer, AK"
ANV,"Anvik, AK",FAI,"Fairbanks, AK"
ANV,"Anvik, AK",ANC,"Anchorage, AK"
ANV,"Anvik, AK",ANC,"Anchorage, AK"
ANV,"Anvik, AK",ANI,"Aniak, AK"
ANV,"Anvik, AK",SHX,"Shageluk, AK"
AOO,"Altoona, PA",BWI,"Baltimore, MD"
AOO,"Altoona, PA",BWI,"Baltimore, MD"
AOO,"Altoona, PA",PIT,"Pittsburgh, PA"
APA,"Denver, CO",JAX,"Jacksonville, FL"
APA,"Denver, CO",HPN,"White Plains, NY"
APA,"Denver, CO",TEB,"Teterboro, NJ"
APA,"Denver, CO",AFW,"Dallas/Fort Worth, TX"
APA,"Denver, CO",GUC,"Gunnison, CO"
APA,"Denver, CO",HBG,"Hattiesburg, MS"
APA,"Denver, CO",BFI,"Seattle, WA"
APC,"Napa, CA",HNL,"Honolulu, HI"
APC,"Napa, CA",OGG,"Kahului, HI"
APC,"Napa, CA",TEB,"Teterboro, NJ"
APC,"Napa, CA",SFO,"San Francisco, CA"
APC,"Napa, CA",MRY,"Monterey, CA"
APC,"Napa, CA",VNY,"Van Nuys, CA"
APC,"Napa, CA",COE,"Coeur d'Alene, ID"
APC,"Napa, CA",UT1,"Heber, UT"
APC,"Napa, CA",PAE,"Everett, WA"
APF,"Naples, FL",JAC,"Jackson, WY"
APF,"Naples, FL",DAL,"Dallas, TX"
APF,"Naples, FL",ORL,"Orlando, FL"
APF,"Naples, FL",ASX,"Ashland, WI"
APN,"Alpena, MI",FNT,"Flint, MI"
APN,"Alpena, MI",DTW,"Detroit, MI"
ARA,"New Iberia, LA",MEM,"Memphis, TN"
ARC,"Arctic Village, AK",VEE,"Venetie, AK"
ARC,"Arctic Village, AK",VEE,"Venetie, AK"
ARC,"Arctic Village, AK",FAI,"Fairbanks, AK"
ARC,"Arctic Village, AK",FYU,"Fort Yukon, AK"
ARC,"Arctic Village, AK",FAI,"Fairbanks, AK"
ARC,"Arctic Village, AK",FAI,"Fairbanks, AK"
ARC,"Arctic Village, AK",FYU,"Fort Yukon, AK"
ART,"Watertown, NY",PHL,"Philadelphia, PA"
ART,"Watertown, NY",GON,"New London/Groton, CT"
ASE,"Aspen, CO",ACK,"Nantucket, MA"
ASE,"Aspen, CO",JAC,"Jackson, WY"
ASE,"Aspen, CO",DEN,"Denver, CO"
ASE,"Aspen, CO",SLC,"Salt Lake City, UT"
ASE,"Aspen, CO",HOU,"Houston, TX"
ASE,"Aspen, CO",HPN,"White Plains, NY"
ASE,"Aspen, CO",AUS,"Austin, TX"
ASE,"Aspen, CO",MRY,"Monterey, CA"
ASE,"Aspen, CO",VNY,"Van Nuys, CA"
ASE,"Aspen, CO",MDW,"Chicago, IL"
ASE,"Aspen, CO",FOK,"Westhampton, NY"
ASE,"Aspen, CO",IAD,"Washington, DC"
ASE,"Aspen, CO",ORD,"Chicago, IL"
ASE,"Aspen, CO",IAH,"Houston, TX"
ASE,"Aspen, CO",DEN,"Denver, CO"
ASE,"Aspen, CO",DFW,"Dallas/Fort Worth, TX"
ASE,"Aspen, CO",LAX,"Los Angeles, CA"
ASE,"Aspen, CO",SFO,"San Francisco, CA"
ASE,"Aspen, CO",AUS,"Austin, TX"
ASE,"Aspen, CO",DPA,"Chicago, IL"
ASE,"Aspen, CO",SEA,"Seattle, WA"
ASE,"Aspen, CO",LAX,"Los Angeles, CA"
ASE,"Aspen, CO",VNY,"Van Nuys, CA"
ASE,"Aspen, CO",MDW,"Chicago, IL"
ASE,"Aspen, CO",CLD,"Carlsbad, CA"
ASE,"Aspen, CO",MQY,"Smyrna, TN"
ASE,"Aspen, CO",COS,"Colorado Springs, CO"
ASE,"Aspen, CO",LAS,"Las Vegas, NV"
ASE,"Aspen, CO",APC,"Napa, CA"
AST,"Astoria/Seaside, OR",PAE,"Everett, WA"
ATK,"Atqasuk, AK",AIN,"Wainwright, AK"
ATK,"Atqasuk, AK",BRW,"Barrow, AK"
ATL,"Atlanta, GA",CLE,"Cleveland, OH"
ATL,"Atlanta, GA",MLB,"Melbourne, FL"
ATL,"Atlanta, GA",DTW,"Detroit, MI"
ATL,"Atlanta, GA",CVG,"Cincinnati, OH"
ATL,"Atlanta, GA",BUF,"Buffalo, NY"
ATL,"Atlanta, GA",VPS,"Valparaiso, FL"
ATL,"Atlanta, GA",MIA,"Miami, FL"
ATL,"Atlanta, GA",ORD,"Chicago, IL"
ATL,"Atlanta, GA",STL,"St. Louis, MO"
ATL,"Atlanta, GA",ONT,"Ontario, CA"
ATL,"Atlanta, GA",BOI,"Boise, ID"
ATL,"Atlanta, GA",SAT,"San Antonio, TX"
ATL,"Atlanta, GA",SMF,"Sacramento, CA"
ATL,"Atlanta, GA",TYS,"Knoxville, TN"
ATL,"Atlanta, GA",IAH,"Houston, TX"
ATL,"Atlanta, GA",CMH,"Columbus, OH"
ATL,"Atlanta, GA",EWR,"Newark, NJ"
ATL,"Atlanta, GA",CAE,"Columbia, SC"
ATL,"Atlanta, GA",ELP,"El Paso, TX"
ATL,"Atlanta, GA",STT,"Charlotte Amalie, VI"
ATL,"Atlanta, GA",GSO,"Greensboro/High Point, NC"
ATL,"Atlanta, GA",DAY,"Dayton, OH"
ATL,"Atlanta, GA",AVL,"Asheville, NC"
ATL,"Atlanta, GA",ECP,"Panama City, FL"
ATL,"Atlanta, GA",OMA,"Omaha, NE"
ATL,"Atlanta, GA",GNV,"Gainesville, FL"
ATL,"Atlanta, GA",JAC,"Jackson, WY"
ATL,"Atlanta, GA",TPA,"Tampa, FL"
ATL,"Atlanta, GA",EYW,"Key West, FL"
ATL,"Atlanta, GA",DEN,"Denver, CO"
ATL,"Atlanta, GA",SLC,"Salt Lake City, UT"
ATL,"Atlanta, GA",LAS,"Las Vegas, NV"
ATL,"Atlanta, GA",SAN,"San Diego, CA"
ATL,"Atlanta, GA",STX,"Christiansted, VI"
ATL,"Atlanta, GA",MDT,"Harrisburg, PA"
ATL,"Atlanta, GA",BTR,"Baton Rouge, LA"
ATL,"Atlanta, GA",JAX,"Jacksonville, FL"
ATL,"Atlanta, GA",BWI,"Baltimore, MD"
ATL,"Atlanta, GA",GSP,"Greer, SC"
ATL,"Atlanta, GA",CHO,"Charlottesville, VA"
ATL,"Atlanta, GA",SYR,"Syracuse, NY"
ATL,"Atlanta, GA",MSP,"Minneapolis, MN"
ATL,"Atlanta, GA",GEG,"Spokane, WA"
ATL,"Atlanta, GA",SEA,"Seattle, WA"
ATL,"Atlanta, GA",PDX,"Portland, OR"
ATL,"Atlanta, GA",CID,"Cedar Rapids/Iowa City, IA"
ATL,"Atlanta, GA",SGF,"Springfield, MO"
ATL,"Atlanta, GA",GRB,"Green Bay, WI"
ATL,"Atlanta, GA",ATW,"Appleton, WI"
ATL,"Atlanta, GA",MKE,"Milwaukee, WI"
ATL,"Atlanta, GA",ABQ,"Albuquerque, NM"
ATL,"Atlanta, GA",MSN,"Madison, WI"
ATL,"Atlanta, GA",CLT,"Charlotte, NC"
ATL,"Atlanta, GA",MYR,"Myrtle Beach, SC"
ATL,"Atlanta, GA",ORF,"Norfolk, VA"
ATL,"Atlanta, GA",FAY,"Fayetteville, NC"
ATL,"Atlanta, GA",MEM,"Memphis, TN"
ATL,"Atlanta, GA",OAJ,"Jacksonville/Camp Lejeune, NC"
ATL,"Atlanta, GA",IND,"Indianapolis, IN"
ATL,"Atlanta, GA",HNL,"Honolulu, HI"
ATL,"Atlanta, GA",BHM,"Birmingham, AL"
ATL,"Atlanta, GA",DAL,"Dallas, TX"
ATL,"Atlanta, GA",RDU,"Raleigh/Durham, NC"
ATL,"Atlanta, GA",ROA,"Roanoke, VA"
ATL,"Atlanta, GA",HOU,"Houston, TX"
ATL,"Atlanta, GA",PHL,"Philadelphia, PA"
ATL,"Atlanta, GA",PVD,"Providence, RI"
ATL,"Atlanta, GA",MSY,"New Orleans, LA"
ATL,"Atlanta, GA",PIT,"Pittsburgh, PA"
ATL,"Atlanta, GA",IAD,"Washington, DC"
ATL,"Atlanta, GA",DFW,"Dallas/Fort Worth, TX"
ATL,"Atlanta, GA",LEX,"Lexington, KY"
ATL,"Atlanta, GA",BDL,"Hartford, CT"
ATL,"Atlanta, GA",BNA,"Nashville, TN"
ATL,"Atlanta, GA",LGA,"New York, NY"
ATL,"Atlanta, GA",TUL,"Tulsa, OK"
ATL,"Atlanta, GA",TLH,"Tallahassee, FL"
ATL,"Atlanta, GA",DAB,"Daytona Beach, FL"
ATL,"Atlanta, GA",LAX,"Los Angeles, CA"
ATL,"Atlanta, GA",SJC,"San Jose, CA"
ATL,"Atlanta, GA",FLL,"Fort Lauderdale, FL"
ATL,"Atlanta, GA",HPN,"White Plains, NY"
ATL,"Atlanta, GA",BZN,"Bozeman, MT"
ATL,"Atlanta, GA",BOS,"Boston, MA"
ATL,"Atlanta, GA",PHX,"Phoenix, AZ"
ATL,"Atlanta, GA",ANC,"Anchorage, AK"
ATL,"Atlanta, GA",SJU,"San Juan, PR"
ATL,"Atlanta, GA",SFO,"San Francisco, CA"
ATL,"Atlanta, GA",AUS,"Austin, TX"
ATL,"Atlanta, GA",MDW,"Chicago, IL"
ATL,"Atlanta, GA",SNA,"Santa Ana, CA"
ATL,"Atlanta, GA",SRQ,"Sarasota/Bradenton, FL"
ATL,"Atlanta, GA",TUS,"Tucson, AZ"
ATL,"Atlanta, GA",MCI,"Kansas City, MO"
ATL,"Atlanta, GA",ICT,"Wichita, KS"
ATL,"Atlanta, GA",DCA,"Washington, DC"
ATL,"Atlanta, GA",JFK,"New York, NY"
ATL,"Atlanta, GA",RSW,"Fort Myers, FL"
ATL,"Atlanta, GA",PNS,"Pensacola, FL"
ATL,"Atlanta, GA",MCO,"Orlando, FL"
ATL,"Atlanta, GA",BTV,"Burlington, VT"
ATL,"Atlanta, GA",CHS,"Charleston, SC"
ATL,"Atlanta, GA",PBI,"West Palm Beach/Palm Beach, FL"
ATL,"Atlanta, GA",RIC,"Richmond, VA"
ATL,"Atlanta, GA",ROC,"Rochester, NY"
ATL,"Atlanta, GA",SDF,"Louisville, KY"
ATL,"Atlanta, GA",FSD,"Sioux Falls, SD"
ATL,"Atlanta, GA",GRR,"Grand Rapids, MI"
ATL,"Atlanta, GA",TVC,"Traverse City, MI"
